"","fecha","temperatura","humedad_relativa","velocidad_viento","lluvia","irradiacion","evotranspiracion"
"1155","28/2/2018",27.25,59.75,8.98,0,285.04,6.64
"1156","1/3/2018",27.84,53.88,6.15,0,288,6.36
"1157","2/3/2018",27.69,59.33,7.82,0,290.71,6.34
"1158","3/3/2018",27.62,56.08,11.29,0,288.13,6.86
"1159","4/3/2018",27.62,58.13,10.4,0,286.33,6.54
"1160","5/3/2018",27.55,56.38,9.53,0,290.04,6.71
"1161","6/3/2018",26.83,60.25,6.77,0,291.13,6.19
"1162","7/3/2018",26.86,60.38,7.33,0,289.29,6.22
"1163","8/3/2018",27.62,61.71,10.21,0,282.67,6.41
"1172","17/3/2018",28.37,60.88,8.85,0,278.21,6.27
"1173","18/3/2018",28.93,59.13,8.05,0,296,6.49
"1174","19/3/2018",29.04,58.25,4.13,0,296.63,6.19
"1175","20/3/2018",27.95,64.63,3.33,0,273.17,5.49
"1176","21/3/2018",28.99,56.63,9.26,0,287.54,6.75
"1177","22/3/2018",28.16,57.17,13.97,0,293.33,7.43
"1178","23/3/2018",28.54,58.79,12.1,0,289.92,6.94
"1179","24/3/2018",28.33,61.17,10.83,0,283.96,6.67
"1180","25/3/2018",28.7,59.92,10.69,0,284.17,6.62
"1181","26/3/2018",28.81,58.71,11.83,0,287.83,6.94
"1182","27/3/2018",28.49,59.63,11.89,0,287.25,6.91
"1183","28/3/2018",29.24,54.04,9.33,0,287.08,6.95
"1184","29/3/2018",29.28,56.96,6.89,0,275.54,6.14
"1185","30/3/2018",28.08,63.71,7.18,0,282.46,6.21
"1186","31/3/2018",28.36,53.67,9.53,0,289.21,6.95
"1187","1/4/2018",28.78,48.83,6.97,0,291.71,6.8
"1188","2/4/2018",27.96,53.96,4.34,0,292.75,6.31
"1189","3/4/2018",27.13,60.13,2.53,0,296.92,5.92
"1190","4/4/2018",27.06,62.17,0.8,0,250.25,4.66
"1191","5/4/2018",26.96,63.5,2.6,0,280.5,5.57
"1192","6/4/2018",28.39,58.5,7.9,0,285.56,4.54
"1194","8/4/2018",27.84,58.06,5.23,0,283.67,0.74
"1195","9/4/2018",28.22,68.5,3.8,0.25,277.54,5.39
"1196","10/4/2018",28.25,67.88,3.67,0,295,5.82
"1202","16/4/2018",29.36,65.54,10.27,0,303.25,6.94
"1203","17/4/2018",28.71,65.63,8.79,0,302.71,6.57
"1204","18/4/2018",29.02,65.83,8.31,0,303.75,6.65
"1205","19/4/2018",28.67,65.75,8,0,297.38,6.42
"1206","20/4/2018",29.1,65.54,9.86,0,299.17,6.62
"1207","21/4/2018",28.68,65.25,6.38,0,291.58,6.14
"1208","22/4/2018",28.91,65.17,6.31,0,301,6.19
"1209","23/4/2018",29.45,65.21,6.03,0,300.54,6.41
"1210","24/4/2018",28.96,65.21,6.16,0,250.88,5.33
"1211","25/4/2018",29.69,65.21,5.83,0,281.25,5.95
"1212","26/4/2018",28.25,65.29,1.88,0,225.46,4.4
"1213","27/4/2018",28.4,65.29,1.67,0,262.79,4.82
"1214","28/4/2018",29.36,65.38,2.2,0,287.75,5.51
"1215","29/4/2018",29.13,65.42,5.28,0,290.17,5.87
"1220","4/5/2018",28.78,66.46,3.61,0,287.58,5.92
"1221","5/5/2018",28.17,66.21,0.53,0,214.79,4.14
"1222","6/5/2018",28.4,66.63,0.67,0,258.08,4.52
"1223","7/5/2018",28.11,66.54,1.27,20.32,258.38,4.61
"1226","10/5/2018",27.15,66.08,0.4,0,231.58,3.88
"1227","11/5/2018",27.2,65.92,0.67,0,210.5,3.65
"1228","12/5/2018",27.68,66.17,2.75,0.25,245.17,4.67
"1229","13/5/2018",28.11,66.54,2.33,0,264.17,5.04
"1230","14/5/2018",27.91,67.13,1.07,0,253.58,4.44
"1231","15/5/2018",26.38,67.58,0.27,0,149.42,2.49
"1232","16/5/2018",26.5,67.88,0.53,23.11,207.71,3.47
"1233","17/5/2018",25.28,68.21,0.4,11.93,155.42,2.48
"1234","18/5/2018",26.5,68.38,0.87,0.5,232.67,3.81
"1235","19/5/2018",26.7,68.5,0.73,0,155.79,2.55
"1236","20/5/2018",26.31,68.79,0.4,8.89,173.38,2.85
"1237","21/5/2018",25.28,69.13,0.4,21.07,175.5,2.77
"1238","22/5/2018",24.56,69.25,0.53,45.45,116.21,1.96
"1239","23/5/2018",26.28,69.17,0.6,100.07,236.38,3.68
"1240","24/5/2018",26.17,69.04,0.47,0.25,192.54,3.14
"1241","25/5/2018",26.28,68.71,0.33,38.6,223.71,3.65
"1242","26/5/2018",24.66,68.38,0.27,20.07,75.33,1.22
"1243","27/5/2018",24.35,67.79,0.53,18.01,110.54,1.78
"1244","28/5/2018",25.78,67.13,0.2,15.99,167.79,2.82
"1245","29/5/2018",27.05,67.13,0.6,5.84,262.67,4.27
"1246","30/5/2018",26.53,66.67,0.53,26.66,238.88,3.91
"1247","31/5/2018",27.35,66.54,1.33,0.25,205.63,3.8
"1248","1/6/2018",27.92,66.67,4.14,0,249.17,4.76
"1249","2/6/2018",25.75,66.71,1.2,20.83,176.67,3.24
"1250","3/6/2018",27.35,66.96,2.33,0.5,296.71,5.22
"1251","4/6/2018",27.3,67.08,3,0,159.21,3.05
"1252","5/6/2018",26.68,67.21,1.47,0.51,156.71,2.85
"1253","6/6/2018",26.69,66.79,2.68,0.25,194.42,3.52
"1254","7/6/2018",25.54,66.13,0.73,3.81,124.46,2.14
"1255","8/6/2018",28.95,65.33,6.69,0,280.71,5.64
"1256","9/6/2018",28.24,64.83,5.49,0,280.29,5.46
"1257","10/6/2018",26.18,64.46,2.4,41.91,116.63,2.31
"1258","11/6/2018",26.16,64.08,0.53,21.33,220.96,3.66
"1259","12/6/2018",26.15,63.71,0.53,1.27,183.21,3.04
"1260","13/6/2018",26.56,63.38,0.67,13.71,227.5,3.73
"1261","14/6/2018",26.42,62.75,0.73,4.82,209.54,3.47
"1262","15/6/2018",25.35,62.5,0.67,14.47,160.75,2.61
"1263","16/6/2018",25.72,62.46,0.27,0.25,149.63,2.49
"1264","17/6/2018",27.08,62.38,0.73,0.25,199.04,3.4
"1265","18/6/2018",27.86,62.54,3.28,0,259.88,4.74
"1266","19/6/2018",24.6,62.29,0.27,17.28,48.75,0.8
"1267","20/6/2018",25.53,62,1,25.9,250.92,4.06
"1268","21/6/2018",25.89,62.21,0.8,19.31,267.21,4.39
"1269","22/6/2018",27,62.54,0.53,0.25,214.04,3.64
"1270","23/6/2018",26.66,62.54,1.67,40.89,203.21,3.53
"1271","24/6/2018",26.61,62.83,2.33,6.09,203.17,3.7
"1272","25/6/2018",27.96,62.29,4.47,0,262.71,4.92
"1273","26/6/2018",25.66,61.88,0.67,7.11,157.67,2.71
"1274","27/6/2018",25.98,61.42,2.81,0.25,218.58,4.05
"1275","28/6/2018",25.8,61.13,3.75,0,129.88,2.59
"1276","29/6/2018",26.21,60.88,2.53,0,204.21,3.79
"1277","30/6/2018",27.44,60.58,4.61,0.25,268.38,5.08
"1278","1/7/2018",26.55,60.63,3.75,0,238.08,4.33
"1279","2/7/2018",25.68,60.75,2.87,1.77,130.21,2.49
"1280","3/7/2018",26.64,61.21,5.27,0,203.96,3.99
"1281","4/7/2018",25.66,61.38,0.8,0,187.96,3.29
"1282","5/7/2018",27.11,61.63,4.47,0.5,155.88,3.18
"1283","6/7/2018",26.59,61.79,3,0,148.25,2.89
"1284","7/7/2018",28.04,61.92,8.05,0.25,225.54,4.73
"1285","8/7/2018",28.74,62.38,9.81,0,285.67,5.98
"1286","9/7/2018",28.55,62.75,5.74,0,237.29,4.88
"1287","10/7/2018",28.6,63.25,7.9,0,220.21,4.76
"1288","11/7/2018",25.86,63.96,1.13,0,145.46,2.81
"1289","12/7/2018",28.11,64.92,2.93,0,229.5,4.41
"1290","13/7/2018",28.29,65.67,7.01,0,200.5,4.37
"1291","14/7/2018",27.59,66.88,6.97,1.02,150.29,3.52
"1292","15/7/2018",26.25,67.58,4.22,8.37,185.08,3.47
"1293","16/7/2018",27.14,68.04,4.73,4.82,156.67,3.18
"1294","17/7/2018",27.68,68.46,7.3,0,243.29,5.03
"1295","18/7/2018",27.92,68.46,5.81,0,198.63,4.21
"1296","19/7/2018",28.32,69,7.03,0,212.83,4.6
"1297","20/7/2018",27.52,69.92,7.01,0,129.75,3.12
"1298","21/7/2018",27.04,70.58,3.34,0,185.67,3.67
"1299","22/7/2018",26.83,71.17,3.07,0.25,122.42,2.66
"1300","23/7/2018",27.73,71.5,3.94,0,195.96,3.9
"1301","24/7/2018",28.62,71.21,4.54,0,253.79,4.86
"1302","25/7/2018",27.95,71.29,6.23,2.03,253.08,5.15
"1303","26/7/2018",26.13,71.54,1.87,0,109.13,2.13
"1304","27/7/2018",26.75,72,2.67,1.02,210.33,4.01
"1305","28/7/2018",25.75,71.96,1.67,3.3,157.5,2.8
"1306","29/7/2018",27.06,72.08,1.47,0,277.21,4.63
"1307","30/7/2018",26.43,72,2.6,0.25,181,3.35
"1308","31/7/2018",26.7,72.21,2.2,2.8,268.42,4.69
"1309","1/8/2018",25.96,72.5,0.6,0.25,178.33,3.07
"1310","2/8/2018",25.59,72.38,1.53,0.75,151.25,2.65
"1311","3/8/2018",26.09,72.42,1.13,0.75,163.04,2.93
"1312","4/8/2018",25.96,72.17,0.67,0.5,167,2.91
"1313","5/8/2018",27.95,71.67,6.16,0,256.04,5.03
"1314","6/8/2018",28.12,71.08,4.07,0,268.38,5.04
"1315","7/8/2018",27.49,70.71,4.33,8.63,164.79,3.34
"1316","8/8/2018",28.31,70.46,4.6,0,228.71,4.39
"1317","9/8/2018",28.49,70.92,4.53,1.27,197.33,3.98
"1318","10/8/2018",28.08,71.33,5.6,1.52,230.75,4.5
"1319","11/8/2018",28.78,71.58,7.16,0,258.83,5.4
"1320","12/8/2018",28.63,71.58,4.34,0,267.58,5.15
"1321","13/8/2018",26.55,71.83,3.62,0.25,219.58,4.19
"1322","14/8/2018",26.28,71.92,2.2,0,237.38,4.26
"1323","15/8/2018",26.92,72,2.47,0,288.42,5.24
"1324","16/8/2018",26.15,72.08,0.73,8.89,220,3.72
"1325","17/8/2018",27.84,72.21,2.53,0,222.38,4.13
"1326","18/8/2018",29.13,72.88,5.48,0,295.21,6
"1327","19/8/2018",28.02,73.21,3.47,0,285.63,5.44
"1328","20/8/2018",27.39,73.46,4.6,0,205.75,4.06
"1329","21/8/2018",27.81,73.38,3.6,1.26,145.92,3.24
"1330","22/8/2018",29.51,73.13,6.48,0,270.38,5.48
"1331","23/8/2018",26.81,72.96,5.23,0.5,179.08,3.84
"1332","24/8/2018",26.35,73,3.74,0,262.67,4.86
"1333","25/8/2018",27.37,72.83,2.33,0,224.29,4.28
"1334","26/8/2018",26.2,72.46,2.47,0,125.71,2.44
"1335","27/8/2018",26.47,72.29,2.27,0,166.88,3.17
"1336","28/8/2018",26.6,72.08,2.47,0,194.5,3.76
"1337","29/8/2018",27.76,71.71,4.34,0,272.71,5.15
"1338","30/8/2018",27.16,71.17,4.61,0,186.21,3.88
"1339","31/8/2018",25.7,70.5,1,0,162.96,2.95
"1340","1/9/2018",26.37,69.75,0.53,0.25,163.33,2.9
"1341","2/9/2018",26.55,68.75,1.93,0.25,187.88,3.53
"1342","3/9/2018",26.5,67.58,1.53,0,214.63,3.83
"1343","4/9/2018",27.88,66.21,3.6,0,263.54,5.1
"1344","5/9/2018",25.88,65.13,0.67,0,124.83,2.2
"1345","6/9/2018",25.75,65.13,0.8,31.75,211,3.72
"1346","7/9/2018",24.8,63.75,0.33,5.32,160.08,2.6
"1347","8/9/2018",24.68,62.63,0.6,21.58,111.75,1.9
"1348","9/9/2018",26.03,61.71,0.67,2.28,221.38,3.59
"1349","10/9/2018",26.15,60.75,0.73,32.25,244.33,3.94
"1350","11/9/2018",25.89,60,0.53,20.58,241.58,3.87
"1351","12/9/2018",26.96,59.08,0.47,6.1,226.63,3.75
"1352","13/9/2018",26.77,58.08,0.67,0.25,259.17,4.33
"1353","14/9/2018",26.23,57.13,0.87,1.01,212.21,3.54
"1354","15/9/2018",26.38,56.58,0.53,2.8,214.21,3.49
"1355","16/9/2018",26.6,56.79,0.53,17.77,213.96,3.68
"1356","17/9/2018",27,56.88,0.73,0.25,253.21,4.15
"1357","18/9/2018",27.4,56.75,1.4,6.09,283.29,4.86
"1358","19/9/2018",27.1,56.67,1.67,0,173.63,3.19
"1359","20/9/2018",25.69,56.83,0.53,0.51,94.21,1.55
"1360","21/9/2018",26.81,57.04,1.6,0.25,222.21,3.95
"1361","22/9/2018",26.24,57.17,0.87,3.3,179.08,3.03
"1362","23/9/2018",25.96,57.04,2.81,0,191.38,3.52
"1363","24/9/2018",26.23,57.13,2.94,0,191.38,3.66
"1364","25/9/2018",25.8,57.46,1.2,1.52,176.08,3.08
"1365","26/9/2018",26.44,57.67,2.2,0,209.58,3.89
"1366","27/9/2018",26.45,58.04,1.93,0,256,4.56
"1367","28/9/2018",25.48,58.46,0.4,6.61,156.83,2.62
"1368","29/9/2018",26.5,59.04,1.93,0.25,206.38,3.71
"1369","30/9/2018",25.7,59.42,1.27,18.29,164.13,2.78
"1370","1/10/2018",25.99,59.42,1,52.81,243.54,4.07
"1371","2/10/2018",24.47,60,0.4,25.91,128,2.12
"1372","3/10/2018",24.58,60.29,2.47,0.76,133.75,2.32
"1373","4/10/2018",23.36,60.17,3.4,12.96,58.17,0.9
"1374","5/10/2018",22.59,60.17,2,74.15,39.21,0.6
"1375","6/10/2018",25.01,59.88,1.4,0,152.46,2.53
"1376","7/10/2018",26.06,60,0.73,0,260.33,4.18
"1377","8/10/2018",25.92,60.46,0.47,0.51,154.08,2.67
"1378","9/10/2018",25.93,60.58,0.47,1.52,179.13,3.07
"1379","10/10/2018",25.95,60.46,0.6,0.25,209.08,3.35
"1380","11/10/2018",25.28,60.25,0.33,4.06,141.58,2.41
"1381","12/10/2018",24.22,60.33,0.13,52.84,71,1.13
"1382","13/10/2018",23.9,60.58,0.07,8.88,111.42,1.74
"1383","14/10/2018",23.92,60.92,0.2,15.22,88.67,1.43
"1384","15/10/2018",24.44,61.25,0.4,13.45,107.67,1.73
"1385","16/10/2018",22.98,61.54,1.2,91.44,28.71,0.5
"1386","17/10/2018",23.95,61.92,0.73,38.34,101.13,1.58
"1387","18/10/2018",24.68,62.29,0.33,10.16,160.92,2.55
"1388","19/10/2018",26.29,62.67,0.8,0,222.42,3.55
"1389","20/10/2018",26.14,62.71,2.67,0.25,219.88,3.94
"1390","21/10/2018",27.19,62.71,4.83,0,266.92,5.23
"1391","22/10/2018",26.75,62.58,3.07,0,246.38,4.6
"1392","23/10/2018",26.48,62.63,2.2,0,239.04,4.23
"1393","24/10/2018",26.35,62.67,1.8,0,255.13,4.47
"1394","25/10/2018",25.42,62.63,2.95,0,182.33,3.32
"1395","26/10/2018",25.68,62.63,0.8,0,162.54,2.82
"1396","27/10/2018",26.04,62.5,0.67,0.76,157.08,2.62
"1397","28/10/2018",25.45,62.63,2.53,6.09,81.21,1.59
"1398","29/10/2018",27.12,62.79,5.35,0,231.13,4.41
"1399","30/10/2018",27.35,63,4.15,0,248.58,4.73
"1400","31/10/2018",26.39,63.33,2.2,0,224.04,3.94
"1401","1/11/2018",25.85,63.33,0.47,0,225.21,3.58
"1402","2/11/2018",26.05,62.96,0.8,4.82,219.71,3.59
"1403","3/11/2018",26.11,62.79,1.2,0.25,229.25,3.82
"1404","4/11/2018",25.13,62.88,0.93,19.29,134.79,2.27
"1405","5/11/2018",25.8,62.83,0.93,7.11,239.04,3.82
"1406","6/11/2018",26.27,62.63,1.67,0.25,245.92,4.1
"1407","7/11/2018",26.4,62.42,2,2.29,254.79,4.42
"1408","8/11/2018",26.34,62,1.47,0.5,221.29,3.79
"1409","9/11/2018",26.5,61.54,0.93,0,236.42,3.97
"1410","10/11/2018",26.68,61.08,3.94,0,244.08,4.39
"1411","11/11/2018",27.34,60.63,7.48,0,171.5,3.8
"1412","12/11/2018",27.53,60.46,5.6,0,156.42,3.44
"1413","13/11/2018",28.2,60.21,5.14,0,241.71,4.81
"1414","14/11/2018",26.8,60.25,3.47,0,216.58,4.03
"1415","15/11/2018",27.19,60.25,7.12,0.25,239.88,4.68
"1416","16/11/2018",26.63,60.21,5.22,0,145.38,3.17
"1417","17/11/2018",27.56,59.96,5.35,0,223.33,4.39
"1418","18/11/2018",28.22,59.71,8.16,0,211.83,4.51
"1419","19/11/2018",27.68,59.58,4.61,0,177,3.65
"1420","20/11/2018",27.46,59.58,5.55,0,160.17,3.44
"1421","21/11/2018",26.65,59.38,3.6,0,119.21,2.49
"1422","22/11/2018",26.84,58.92,4.74,0.25,196.17,3.83
"1423","23/11/2018",28,58.79,5.74,0,243.17,4.84
"1424","24/11/2018",26.47,58.92,2.47,0,238.33,4.33
"1425","25/11/2018",27.71,58.67,4.2,0,241.83,4.55
"1426","26/11/2018",27.02,58.42,3,0,246.29,4.64
"1427","27/11/2018",25.8,58.5,1.8,0,207.5,3.69
"1428","28/11/2018",26.2,58.58,2,0,182.17,3.34
"1429","29/11/2018",26.29,58.67,2.94,0,224.71,4.25
"1430","30/11/2018",26.28,58.96,1.73,0,235.96,4.17
"1431","1/12/2018",25.82,59.25,1.13,0,203.29,3.54
"1432","2/12/2018",25.95,59.46,1.2,0,209.79,3.59
"1433","3/12/2018",26.39,59.88,1.87,0,224.96,3.92
"1434","4/12/2018",26.4,60.17,3.61,0,509.25,2.33
"1435","5/12/2018",27.32,60.38,6.35,0,348.46,4.8
"1436","6/12/2018",26.1,60.67,4.87,0,165.29,3.38
"1437","7/12/2018",26.74,60.88,3.73,0,210.83,4.02
"1438","8/12/2018",26.81,60.88,3.33,0,238.75,4.64
"1439","9/12/2018",27,60.75,4.67,0,236,4.75
"1440","10/12/2018",27.35,60.54,8.65,0,236.88,5.02
"1441","11/12/2018",26.8,60.63,9.74,0,240.71,5.05
"1442","12/12/2018",27.59,60.83,8.45,0,238.13,5.33
"1443","13/12/2018",25.36,61.04,3,0,235.54,4.52
"1444","14/12/2018",25.95,61.17,0.53,0,183.83,3.25
"1445","15/12/2018",27.01,61.17,8,0,233.46,4.85
"1446","16/12/2018",27.94,61.46,9.87,0,234.96,5.23
"1447","17/12/2018",27.07,61.79,9.04,0,236.83,5.03
"1448","18/12/2018",25.37,61.79,3.27,0,193.04,3.84
"1449","19/12/2018",25.43,61.5,1,0,224,3.92
"1450","20/12/2018",25.4,61.42,0.33,0,190,3.2
"1451","21/12/2018",25.77,61.46,6.25,0,223.33,4.67
"1452","22/12/2018",25.9,61.42,8.92,0,218.17,4.89
"1453","23/12/2018",26.65,61.42,11.15,0,235.75,5.27
"1454","24/12/2018",27.5,61.46,9.31,0,237.67,5.45
"1455","25/12/2018",27.59,61.42,10.28,0,236.04,5.48
"1456","26/12/2018",27.6,61.5,9.88,0,234.21,5.42
"1457","27/12/2018",27.98,61.63,7.14,0,235.75,5.39
"1458","28/12/2018",26.28,61.58,5.76,0,236.67,4.9
"1459","29/12/2018",27.79,61.63,9.73,0,235.17,5.41
"1460","30/12/2018",28.15,61.88,9.13,0,237.25,5.61
"1461","31/12/2018",27.93,62,10.34,0,242.38,5.91
"1462","1/1/2019",28.25,62.13,10.68,0,238.83,5.7
"1463","2/1/2019",27.65,62.33,12.77,0,237.54,5.83
"1464","3/1/2019",27.68,62.54,10.01,0,237.67,5.48
"1465","4/1/2019",28.13,62.88,8.31,6.34,225.92,5.16
"1466","5/1/2019",28.36,63.08,11.02,0,237.58,5.68
"1467","6/1/2019",28,63.29,11.75,0,240.79,5.75
"1468","7/1/2019",27.6,63.46,6.82,0,244.17,5.33
"1469","8/1/2019",25.87,63.63,4.54,0,241.71,5.03
"1470","9/1/2019",26.61,63.63,4.68,0,245.5,5.24
"1471","10/1/2019",24.96,63.83,5.31,0,241.83,5
"1472","11/1/2019",26.58,63.75,7.5,0,247.13,5.52
"1473","12/1/2019",26.18,64.29,6.57,0,246.96,5.3
"1474","13/1/2019",26.96,64.88,9.4,0,247.58,5.58
"1475","14/1/2019",26.22,65.58,10.27,0,215.63,4.9
"1476","15/1/2019",26.73,66.33,11.37,0,211.54,5.1
"1477","16/1/2019",26.81,66.92,11.17,0,247.83,5.79
"1478","17/1/2019",27.35,67.08,11.08,0,249.79,5.99
"1479","18/1/2019",27.46,67,10.48,0,253.21,6.09
"1480","19/1/2019",27.52,66.92,6.75,0,252.04,5.29
"1481","20/1/2019",27.66,66.83,10.2,0,235.96,5.7
"1482","21/1/2019",27.89,66.88,11.63,0,249.46,6.27
"1483","22/1/2019",27.5,67.04,13.03,0,252.21,6.31
"1484","23/1/2019",27.98,67.17,10.08,0,250.38,5.95
"1485","24/1/2019",27.39,67,6.52,0,250.63,5.38
"1486","25/1/2019",28.1,66.96,10.01,0,205.33,5.18
"1487","26/1/2019",28.73,66.96,9,0,252.17,6.05
"1488","27/1/2019",26.71,67.21,1.07,0,254.58,4.63
"1489","28/1/2019",26.36,67.5,5.63,0,253.54,5.26
"1490","29/1/2019",27.25,67.58,3.53,0,250.71,4.94
"1491","30/1/2019",27.96,67.58,8.3,0,228.46,5.35
"1492","31/1/2019",27.56,67.54,9.94,0,258.33,6.16
"1493","1/2/2019",27.51,67.54,5.14,0,259.5,5.65
"1494","2/2/2019",27.12,67.58,6.1,0,258.63,5.68
"1495","3/2/2019",28.14,67.58,9.05,0,261.42,6.14
"1496","4/2/2019",28.4,67.58,9.48,0,262.42,6.37
"1497","5/2/2019",27.51,68.08,9.8,0,264.83,6.23
"1498","6/2/2019",28.31,68.17,11.36,0,266.46,6.68
"1499","7/2/2019",28.24,67.79,10.02,0,266.67,6.46
"1500","8/2/2019",27.99,67.29,11.7,0,267.38,6.68
"1501","9/2/2019",27.62,67.04,13.1,0,269.04,6.64
"1502","10/2/2019",27.6,67,11.76,0,269.58,6.49
"1503","11/2/2019",28.05,67.08,10.14,0,269.96,6.43
"1504","12/2/2019",27.08,67.25,3.88,0,252,5.18
"1505","13/2/2019",27.45,67.21,5.78,0,269.33,5.75
"1506","14/2/2019",28.67,67.21,8.12,0,268.63,6.39
"1507","15/2/2019",27.16,67.13,3.28,0,270.58,5.36
"1508","16/2/2019",27.16,66.96,1.2,0,255.42,4.74
"1509","17/2/2019",28.09,66.92,1,0,245.5,4.51
"1510","18/2/2019",28.65,66.96,5.48,0,261.96,5.58
"1511","19/2/2019",29.08,67,7.9,0,270.71,6.16
"1512","20/2/2019",27.2,67.04,2.13,0,273.67,5.43
"1513","21/2/2019",27.83,67.08,2.73,0,271.21,5.39
"1514","22/2/2019",28.86,67.13,6.01,0,269.71,5.87
"1515","23/2/2019",28.75,67.21,7.12,0,272.46,6.06
"1516","24/2/2019",28.78,67.17,10.61,0,270.54,6.33
"1517","25/2/2019",27.66,67,10.8,0,267.33,5.93
"1518","26/2/2019",27.7,66.92,11.95,0,268.92,6.45
"1519","27/2/2019",28.02,66.75,9.34,0,267.21,6.06
"1520","28/2/2019",28.55,66.75,9.38,0,265.08,6.18
"1521","1/3/2019",29.32,66.54,6.14,0,267.75,5.7
"1522","2/3/2019",27.6,66.21,3.93,0,237,5.18
"1523","3/3/2019",28.46,65.71,7.5,0,213.04,5.14
"1524","4/3/2019",27.88,65.58,4.27,0,248.71,5.41
"1525","5/3/2019",29.06,65.54,10.41,0,269.29,6.63
"1526","6/3/2019",27.77,65.46,11.55,0,275.75,6.28
"1527","7/3/2019",28,65.13,13.43,0,278.5,6.72
"1528","8/3/2019",28.27,65,13.1,0,285.42,7.15
"1529","9/3/2019",28.74,64.75,11.3,0,285.21,6.99
"1530","10/3/2019",28.9,64.67,10.82,0,283.33,6.88
"1531","11/3/2019",29.25,64.5,11.29,0,279.08,6.76
"1532","12/3/2019",28.76,64.33,12.63,0,285.67,7.11
"1533","13/3/2019",28.98,64.17,9.95,0,284.21,6.83
"1534","14/3/2019",28.53,63.92,5.63,0,284.33,6.32
"1535","15/3/2019",28.02,63.79,5.91,0,273.13,6.01
"1536","16/3/2019",28.3,63.54,9.47,0,273.17,6.38
"1537","17/3/2019",28.8,63.33,11.55,0,286.21,7.06
"1538","18/3/2019",29.07,62.67,9.33,0,265.33,6.61
"1539","19/3/2019",28.62,62.04,4.68,0,285.42,6.23
"1540","20/3/2019",27.88,61.63,6.24,0,285.21,6.32
"1541","21/3/2019",29.24,61.33,10.61,0,284.75,6.97
"1542","22/3/2019",28.44,61.33,11.63,0,290.13,7.27
"1543","23/3/2019",28.59,61.21,10.41,0,292.21,7.11
"1544","24/3/2019",28.97,61.08,8.98,0,291.04,6.96
"1545","25/3/2019",28.97,61.08,9.33,0,288.33,6.63
"1546","26/3/2019",29.26,61.04,11.56,0,288.92,7.12
"1547","27/3/2019",28.85,60.88,11.48,0,290.67,7.23
"1548","28/3/2019",29.2,60.83,11.69,0,293.38,7.19
"1549","29/3/2019",29.04,60.96,6.16,0,288.58,6.36
"1550","30/3/2019",26.21,67.16,1.43,0,115.16,2.18
"1551","31/3/2019",27.44,63.38,1.9,0,198.71,3.75
